FeII    2382.7641975    0.293760    2.00E+008    56    1460
FeII    2600.1723011    0.219402    2.00E+008    56    1330
FeII    2344.2128814    0.104652    2.00E+008    56    1210
FeII    2586.6494730    0.063434    2.00E+008    56    1490
FeII    1608.4506440    0.052969    2.00E+008    56    -1300
FeII    2374.4602364    0.028733    2.00E+008    56    1590
FeII    2260.7793600    0.002440    2.00E+008    55.85    1435
FeII    1611.2002735    0.001267    2.00E+008    56    1100
MgII    2796.3550990    0.486245    2.68E+008    24    211
MgII    2803.5322972    0.241582    2.68E+008    24    120
MgI     2852.9634200    1.445700    4.95E+008    24    86
MgI     2026.4756281    0.089270    1.20E+008    24    87
SiIV    1393.7604012    0.472986    9.20E+008    28    862
SiIV    1402.7731402    0.234188    9.03E+008    28    346
SiII    1260.4220000    1.007000  2.533E9   M91
SiII    1193.2900000    0.499100  3.495E9   M91
SiII    1190.4160000    0.250200  3.503E9   M91
SiII    1526.7069637    0.122626    1.96E+009    28    50
SiII    1304.3702000    0.094000  1.720E9   M91
SiII    1020.6990000    0.028280  6.680E8   M91
SiII    1808.0130660    0.001918    6.75E+006    28    520
NiII    1741.5529500    0.042700    2.28E+008    58.69    -1400
NiII    1709.6040900    0.032400    1.57E+008    58.69    -20
NiII    1751.9155500    0.027700    1.04E+008    58.69    -700
ZnII    2026.1376450    0.243486    3.36E+008    64    2479
ZnII    2062.6610100    0.119556    3.18E+008    64    1584
AlIII    1854.7247040    0.325897    2.00E+008    27    464
AlIII    1862.7985810    0.162074    2.00E+008    27    216
AlII    1670.7886100    1.740000    1.46E+009    26.98    270
MnII    2576.8911123    0.103246    2.00E+008    55    1420
MnII    2594.4914294    0.053480    2.00E+008    55    1148
MnII    2606.4783550    0.056628    2.00E+008    55    986
CrII    2056.2568010    0.103000    2.00E+008    52    -1110
CrII    2062.2359290    0.075900    2.00E+008    52    -1280
CrII    2066.1638990    0.051200    2.00E+008    52    -1360
C IV  1548.2036000 0.190800  2.654E8   12.0107  215.0     M91
C IV  1550.7807000 0.095220  2.641E8   12.0107  124.0  M91*Changed to Dzuba e$
O I   1302.1685000 0.048870  5.750E8   M91
O I    988.7730000 0.042760  2.000E8
O I   1025.7620000 0.020300  1.007E8   M91 BLEND OF 3 LINES
O I    971.7380000 0.014800  2.000E8
C I   1157.1860000 0.549500  9.125E8   M91 Aki
C I    945.1930000 0.272600  6.783E8   M91 Aki
C I   1656.9280000 0.140500  3.410E8   M91 CI=ci+(1/3ci*+)+(1/5ci**+) if f.s.$
C I   1277.2450000 0.096650  2.590E8   M91
TiII    3384.7298032    0.263846    2.00E+008    48    396
TiII    3242.9178562    0.170984    2.00E+008    48    541
TiII    3073.8628278    0.089177    2.00E+008    48    677
TiII    3230.1215753    0.050632    2.00E+008    48    673
N V   1242.8040000 0.078230  3.378E8   M91
N V   1238.8210000 0.157000  3.411E8   M91
C II  1334.5323000 0.127800  2.870E8   M 91 g (Morton 91 APJS)
C II  1036.3367000 0.123100  2.290E9   M 91 g
